R 01001100110101001110001011101010    R 01001100110101001110001111101010    R 01001100110101001110010011101010    R 01001100110101001110010111101010
R 01001100110101001110001011101011    R 01001100110101001110001111101011    R 01001100110101001110010011101011    R 01001100110101001110010111101011
R 01001100110101001110001011101100    R 01001100110101001110001111101100    R 01001100110101001110010011101100    R 01001100110101001110010111101100
R 01001100110101001110001011101101    R 01001100110101001110001111101101    R 01001100110101001110010011101101    R 01001100110101001110010111101101
R 01001100110101001110001011101110    R 01001100110101001110001111101110    R 01001100110101001110010011101110    R 01001100110101001110010111101110
R 01001100110101001110001011101111    R 01001100110101001110001111101111    R 01001100110101001110010011101111    R 01001100110101001110010111101111
R 01001100110101001110001011110000    R 01001100110101001110001111110000    R 01001100110101001110010011110000    R 01001100110101001110010111110000
R 01001100110101001110001011110001    R 01001100110101001110001111110001    R 01001100110101001110010011110001    R 01001100110101001110010111110001
R 01001100110101001110001011110010    R 01001100110101001110001111110010    R 01001100110101001110010011110010    R 01001100110101001110010111110010
R 01001100110101001110001011110011    R 01001100110101001110001111110011    R 01001100110101001110010011110011    R 01001100110101001110010111110011
R 01001100110101001110001011110100    R 01001100110101001110001111110100    R 01001100110101001110010011110100    R 01001100110101001110010111110100
R 01001100110101001110001011110101    R 01001100110101001110001111110101    R 01001100110101001110010011110101    R 01001100110101001110010111110101
R 01001100110101001110001011110110    R 01001100110101001110001111110110    R 01001100110101001110010011110110    R 01001100110101001110010111110110
R 01001100110101001110001011110111    R 01001100110101001110001111110111    R 01001100110101001110010011110111    R 01001100110101001110010111110111
R 01001100110101001110001011111000    R 01001100110101001110001111111000    R 01001100110101001110010011111000    R 01001100110101001110010111111000
R 01001100110101001110001011111001    R 01001100110101001110001111111001    R 01001100110101001110010011111001    R 01001100110101001110010111111001
R 01001100110101001110001011111010    R 01001100110101001110001111111010    R 01001100110101001110010011111010    R 01001100110101001110010111111010
R 01001100110101001110001011111011    R 01001100110101001110001111111011    R 01001100110101001110010011111011    R 01001100110101001110010111111011
R 01001100110101001110001011111100    R 01001100110101001110001111111100    R 01001100110101001110010011111100    R 01001100110101001110010111111100
W 01001100110101001110001111111100    W 01001100110101001110001011111100    W 01001100110101001110010111111100    W 01001100110101001110010011111100
W 01001100110101001110001111111011    W 01001100110101001110001011111011    W 01001100110101001110010111111011    W 01001100110101001110010011111011
W 01001100110101001110001111111010    W 01001100110101001110001011111010    W 01001100110101001110010111111010    W 01001100110101001110010011111010
W 01001100110101001110001111111001    W 01001100110101001110001011111001    W 01001100110101001110010111111001    W 01001100110101001110010011111001
W 01001100110101001110001111111000    W 01001100110101001110001011111000    W 01001100110101001110010111111000    W 01001100110101001110010011111000
W 01001100110101001110001111110111    W 01001100110101001110001011110111    W 01001100110101001110010111110111    W 01001100110101001110010011110111
W 01001100110101001110001111110110    W 01001100110101001110001011110110    W 01001100110101001110010111110110    W 01001100110101001110010011110110
W 01001100110101001110001111110101    W 01001100110101001110001011110101    W 01001100110101001110010111110101    W 01001100110101001110010011110101
W 01001100110101001110001111110100    W 01001100110101001110001011110100    W 01001100110101001110010111110100    W 01001100110101001110010011110100
W 01001100110101001110001111110011    W 01001100110101001110001011110011    W 01001100110101001110010111110011    W 01001100110101001110010011110011
W 01001100110101001110001111110010    W 01001100110101001110001011110010    W 01001100110101001110010111110010    W 01001100110101001110010011110010
W 01001100110101001110001111110001    W 01001100110101001110001011110001    W 01001100110101001110010111110001    W 01001100110101001110010011110001
W 01001100110101001110001111110000    W 01001100110101001110001011110000    W 01001100110101001110010111110000    W 01001100110101001110010011110000
W 01001100110101001110001111101111    W 01001100110101001110001011101111    W 01001100110101001110010111101111    W 01001100110101001110010011101111
W 01001100110101001110001111101110    W 01001100110101001110001011101110    W 01001100110101001110010111101110    W 01001100110101001110010011101110
W 01001100110101001110001111101101    W 01001100110101001110001011101101    W 01001100110101001110010111101101    W 01001100110101001110010011101101
W 01001100110101001110001111101100    W 01001100110101001110001011101100    W 01001100110101001110010111101100    W 01001100110101001110010011101100
W 01001100110101001110001111101011    W 01001100110101001110001011101011    W 01001100110101001110010111101011    W 01001100110101001110010011101011
W 01001100110101001110001111101010    W 01001100110101001110001011101010    W 01001100110101001110010111101010    W 01001100110101001110010011101010
W 01001100110101001110001111101001    W 01001100110101001110001011101001    W 01001100110101001110010111101001    W 01001100110101001110010011101001
W 01001100110101001110001111101000    W 01001100110101001110001011101000    W 01001100110101001110010111101000    W 01001100110101001110010011101000
W 01001100110101001110001111100111    W 01001100110101001110001011100111    W 01001100110101001110010111100111    W 01001100110101001110010011100111
W 01001100110101001110001111100110    W 01001100110101001110001011100110    W 01001100110101001110010111100110    W 01001100110101001110010011100110
W 01001100110101001110001111100101    W 01001100110101001110001011100101    W 01001100110101001110010111100101    W 01001100110101001110010011100101
W 01001100110101001110001111100100    W 01001100110101001110001011100100    W 01001100110101001110010111100100    W 01001100110101001110010011100100
W 01001100110101001110001111100011    W 01001100110101001110001011100011    W 01001100110101001110010111100011    W 01001100110101001110010011100011
W 01001100110101001110001111100010    W 01001100110101001110001011100010    W 01001100110101001110010111100010    W 01001100110101001110010011100010
W 01001100110101001110001111100001    W 01001100110101001110001011100001    W 01001100110101001110010111100001    W 01001100110101001110010011100001
W 01001100110101001110001111100000    W 01001100110101001110001011100000    W 01001100110101001110010111100000    W 01001100110101001110010011100000
W 01001100110101001110001111011111    W 01001100110101001110001011011111    W 01001100110101001110010111011111    W 01001100110101001110010011011111
W 01001100110101001110001111011110    W 01001100110101001110001011011110    W 01001100110101001110010111011110    W 01001100110101001110010011011110
W 01001100110101001110001111011101    W 01001100110101001110001011011101    W 01001100110101001110010111011101    W 01001100110101001110010011011101
W 01001100110101001110001111011100    W 01001100110101001110001011011100    W 01001100110101001110010111011100    W 01001100110101001110010011011100
W 01001100110101001110001111011011    W 01001100110101001110001011011011    W 01001100110101001110010111011011    W 01001100110101001110010011011011
W 01001100110101001110001111011010    W 01001100110101001110001011011010    W 01001100110101001110010111011010    W 01001100110101001110010011011010
W 01001100110101001110001111011001    W 01001100110101001110001011011001    W 01001100110101001110010111011001    W 01001100110101001110010011011001
W 01001100110101001110001111011000    W 01001100110101001110001011011000    W 01001100110101001110010111011000    W 01001100110101001110010011011000
W 01001100110101001110001111010111    W 01001100110101001110001011010111    W 01001100110101001110010111010111    W 01001100110101001110010011010111
W 01001100110101001110001111010110    W 01001100110101001110001011010110    W 01001100110101001110010111010110    W 01001100110101001110010011010110
W 01001100110101001110001111010101    W 01001100110101001110001011010101    W 01001100110101001110010111010101    W 01001100110101001110010011010101
W 01001100110101001110001111010100    W 01001100110101001110001011010100    W 01001100110101001110010111010100    W 01001100110101001110010011010100
W 01001100110101001110001111010011    W 01001100110101001110001011010011    W 01001100110101001110010111010011    W 01001100110101001110010011010011
W 01001100110101001110001111010010    W 01001100110101001110001011010010    W 01001100110101001110010111010010    W 01001100110101001110010011010010
W 01001100110101001110001111010001    W 01001100110101001110001011010001    W 01001100110101001110010111010001    W 01001100110101001110010011010001
W 01001100110101001110001111010000    W 01001100110101001110001011010000    W 01001100110101001110010111010000    W 01001100110101001110010011010000
W 01001100110101001110001111001111    W 01001100110101001110001011001111    W 01001100110101001110010111001111    W 01001100110101001110010011001111
W 01001100110101001110001111001110    W 01001100110101001110001011001110    W 01001100110101001110010111001110    W 01001100110101001110010011001110
W 01001100110101001110001111001101    W 01001100110101001110001011001101    W 01001100110101001110010111001101    W 01001100110101001110010011001101
W 01001100110101001110001111001100    W 01001100110101001110001011001100    W 01001100110101001110010111001100    W 01001100110101001110010011001100
W 01001100110101001110001111001011    W 01001100110101001110001011001011    W 01001100110101001110010111001011    W 01001100110101001110010011001011
W 01001100110101001110001111001010    W 01001100110101001110001011001010    W 01001100110101001110010111001010    W 01001100110101001110010011001010
W 01001100110101001110001111001001    W 01001100110101001110001011001001    W 01001100110101001110010111001001    W 01001100110101001110010011001001
W 01001100110101001110001111001000    W 01001100110101001110001011001000    W 01001100110101001110010111001000    W 01001100110101001110010011001000
W 01001100110101001110001111000111    W 01001100110101001110001011000111    W 01001100110101001110010111000111    W 01001100110101001110010011000111
W 01001100110101001110001111000110    W 01001100110101001110001011000110    W 01001100110101001110010111000110    W 01001100110101001110010011000110
W 01001100110101001110001111000101    W 01001100110101001110001011000101    W 01001100110101001110010111000101    W 01001100110101001110010011000101
W 01001100110101001110001111000100    W 01001100110101001110001011000100    W 01001100110101001110010111000100    W 01001100110101001110010011000100
W 01001100110101001110001111000011    W 01001100110101001110001011000011    W 01001100110101001110010111000011    W 01001100110101001110010011000011
W 01001100110101001110001111000010    W 01001100110101001110001011000010    W 01001100110101001110010111000010    W 01001100110101001110010011000010
W 01001100110101001110001111000001    W 01001100110101001110001011000001    W 01001100110101001110010111000001    W 01001100110101001110010011000001
W 01001100110101001110001111000000    W 01001100110101001110001011000000    W 01001100110101001110010111000000    W 01001100110101001110010011000000
W 01001100110101001110001110111111    W 01001100110101001110001010111111    W 01001100110101001110010110111111    W 01001100110101001110010010111111
W 01001100110101001110001110111110    W 01001100110101001110001010111110    W 01001100110101001110010110111110    W 01001100110101001110010010111110
W 01001100110101001110001110111101    W 01001100110101001110001010111101    W 01001100110101001110010110111101    W 01001100110101001110010010111101
W 01001100110101001110001110111100    W 01001100110101001110001010111100    W 01001100110101001110010110111100    W 01001100110101001110010010111100
W 01001100110101001110001110111011    W 01001100110101001110001010111011    W 01001100110101001110010110111011    W 01001100110101001110010010111011
W 01001100110101001110001110111010    W 01001100110101001110001010111010    W 01001100110101001110010110111010    W 01001100110101001110010010111010
W 01001100110101001110001110111001    W 01001100110101001110001010111001    W 01001100110101001110010110111001    W 01001100110101001110010010111001
W 01001100110101001110001110111000    W 01001100110101001110001010111000    W 01001100110101001110010110111000    W 01001100110101001110010010111000
W 01001100110101001110001110110111    W 01001100110101001110001010110111    W 01001100110101001110010110110111    W 01001100110101001110010010110111
W 01001100110101001110001110110110    W 01001100110101001110001010110110    W 01001100110101001110010110110110    W 01001100110101001110010010110110
W 01001100110101001110001110110101    W 01001100110101001110001010110101    W 01001100110101001110010110110101    W 01001100110101001110010010110101
W 01001100110101001110001110110100    W 01001100110101001110001010110100    W 01001100110101001110010110110100    W 01001100110101001110010010110100
W 01001100110101001110001110110011    W 01001100110101001110001010110011    W 01001100110101001110010110110011    W 01001100110101001110010010110011
W 01001100110101001110001110110010    W 01001100110101001110001010110010    W 01001100110101001110010110110010    W 01001100110101001110010010110010
W 01001100110101001110001110110001    W 01001100110101001110001010110001    W 01001100110101001110010110110001    W 01001100110101001110010010110001
W 01001100110101001110001110110000    W 01001100110101001110001010110000    W 01001100110101001110010110110000    W 01001100110101001110010010110000
W 01001100110101001110001110101111    W 01001100110101001110001010101111    W 01001100110101001110010110101111    W 01001100110101001110010010101111
W 01001100110101001110001110101110    W 01001100110101001110001010101110    W 01001100110101001110010110101110    W 01001100110101001110010010101110
W 01001100110101001110001110101101    W 01001100110101001110001010101101    W 01001100110101001110010110101101    W 01001100110101001110010010101101
W 01001100110101001110001110101100    W 01001100110101001110001010101100    W 01001100110101001110010110101100    W 01001100110101001110010010101100
W 01001100110101001110001110101011    W 01001100110101001110001010101011    W 01001100110101001110010110101011    W 01001100110101001110010010101011
W 01001100110101001110001110101010    W 01001100110101001110001010101010    W 01001100110101001110010110101010    W 01001100110101001110010010101010
W 01001100110101001110001110101001    W 01001100110101001110001010101001    W 01001100110101001110010110101001    W 01001100110101001110010010101001
W 01001100110101001110001110101000    W 01001100110101001110001010101000    W 01001100110101001110010110101000    W 01001100110101001110010010101000
W 01001100110101001110001110100111    W 01001100110101001110001010100111    W 01001100110101001110010110100111    W 01001100110101001110010010100111
W 01001100110101001110001110100110    W 01001100110101001110001010100110    W 01001100110101001110010110100110    W 01001100110101001110010010100110
W 01001100110101001110001110100101    W 01001100110101001110001010100101    W 01001100110101001110010110100101    W 01001100110101001110010010100101
W 01001100110101001110001110100100    W 01001100110101001110001010100100    W 01001100110101001110010110100100    W 01001100110101001110010010100100
W 01001100110101001110001110100011    W 01001100110101001110001010100011    W 01001100110101001110010110100011    W 01001100110101001110010010100011
W 01001100110101001110001110100010    W 01001100110101001110001010100010    W 01001100110101001110010110100010    W 01001100110101001110010010100010
W 01001100110101001110001110100001    W 01001100110101001110001010100001    W 01001100110101001110010110100001    W 01001100110101001110010010100001
W 01001100110101001110001110100000    W 01001100110101001110001010100000    W 01001100110101001110010110100000    W 01001100110101001110010010100000
W 01001100110101001110001110011111    W 01001100110101001110001010011111    W 01001100110101001110010110011111    W 01001100110101001110010010011111
W 01001100110101001110001110011110    W 01001100110101001110001010011110    W 01001100110101001110010110011110    W 01001100110101001110010010011110
W 01001100110101001110001110011101    W 01001100110101001110001010011101    W 01001100110101001110010110011101    W 01001100110101001110010010011101
W 01001100110101001110001110011100    W 01001100110101001110001010011100    W 01001100110101001110010110011100    W 01001100110101001110010010011100
W 01001100110101001110001110011011    W 01001100110101001110001010011011    W 01001100110101001110010110011011    W 01001100110101001110010010011011
W 01001100110101001110001110011010    W 01001100110101001110001010011010    W 01001100110101001110010110011010    W 01001100110101001110010010011010
W 01001100110101001110001110011001    W 01001100110101001110001010011001    W 01001100110101001110010110011001    W 01001100110101001110010010011001
W 01001100110101001110001110011000    W 01001100110101001110001010011000    W 01001100110101001110010110011000    W 01001100110101001110010010011000
W 01001100110101001110001110010111    W 01001100110101001110001010010111    W 01001100110101001110010110010111    W 01001100110101001110010010010111
W 01001100110101001110001110010110    W 01001100110101001110001010010110    W 01001100110101001110010110010110    W 01001100110101001110010010010110
W 01001100110101001110001110010101    W 01001100110101001110001010010101    W 01001100110101001110010110010101    W 01001100110101001110010010010101
W 01001100110101001110001110010100    W 01001100110101001110001010010100    W 01001100110101001110010110010100    W 01001100110101001110010010010100
W 01001100110101001110001110010011    W 01001100110101001110001010010011    W 01001100110101001110010110010011    W 01001100110101001110010010010011
W 01001100110101001110001110010010    W 01001100110101001110001010010010    W 01001100110101001110010110010010    W 01001100110101001110010010010010
W 01001100110101001110001110010001    W 01001100110101001110001010010001    W 01001100110101001110010110010001    W 01001100110101001110010010010001
W 01001100110101001110001110010000    W 01001100110101001110001010010000    W 01001100110101001110010110010000    W 01001100110101001110010010010000
W 01001100110101001110001110001111    W 01001100110101001110001010001111    W 01001100110101001110010110001111    W 01001100110101001110010010001111
W 01001100110101001110001110001110    W 01001100110101001110001010001110    W 01001100110101001110010110001110    W 01001100110101001110010010001110
W 01001100110101001110001110001101    W 01001100110101001110001010001101    W 01001100110101001110010110001101    W 01001100110101001110010010001101
W 01001100110101001110001110001100    W 01001100110101001110001010001100    W 01001100110101001110010110001100    W 01001100110101001110010010001100
W 01001100110101001110001110001011    W 01001100110101001110001010001011    W 01001100110101001110010110001011    W 01001100110101001110010010001011
W 01001100110101001110001110001010    W 01001100110101001110001010001010    W 01001100110101001110010110001010    W 01001100110101001110010010001010
W 01001100110101001110001110001001    W 01001100110101001110001010001001    W 01001100110101001110010110001001    W 01001100110101001110010010001001
W 01001100110101001110001110001000    W 01001100110101001110001010001000    W 01001100110101001110010110001000    W 01001100110101001110010010001000
W 01001100110101001110001110000111    W 01001100110101001110001010000111    W 01001100110101001110010110000111    W 01001100110101001110010010000111
W 01001100110101001110001110000110    W 01001100110101001110001010000110    W 01001100110101001110010110000110    W 01001100110101001110010010000110
W 01001100110101001110001110000101    W 01001100110101001110001010000101    W 01001100110101001110010110000101    W 01001100110101001110010010000101
W 01001100110101001110001110000100    W 01001100110101001110001010000100    W 01001100110101001110010110000100    W 01001100110101001110010010000100
W 01001100110101001110001110000011    W 01001100110101001110001010000011    W 01001100110101001110010110000011    W 01001100110101001110010010000011
W 01001100110101001110001110000010    W 01001100110101001110001010000010    W 01001100110101001110010110000010    W 01001100110101001110010010000010
W 01001100110101001110001110000001    W 01001100110101001110001010000001    W 01001100110101001110010110000001    W 01001100110101001110010010000001
W 01001100110101001110001110000000    W 01001100110101001110001010000000    W 01001100110101001110010110000000    W 01001100110101001110010010000000
W 01001100110101001110001101111111    W 01001100110101001110001001111111    W 01001100110101001110010101111111    W 01001100110101001110010001111111
W 01001100110101001110001101111110    W 01001100110101001110001001111110    W 01001100110101001110010101111110    W 01001100110101001110010001111110
W 01001100110101001110001101111101    W 01001100110101001110001001111101    W 01001100110101001110010101111101    W 01001100110101001110010001111101
W 01001100110101001110001101111100    W 01001100110101001110001001111100    W 01001100110101001110010101111100    W 01001100110101001110010001111100
W 01001100110101001110001101111011    W 01001100110101001110001001111011    W 01001100110101001110010101111011    W 01001100110101001110010001111011
W 01001100110101001110001101111010    W 01001100110101001110001001111010    W 01001100110101001110010101111010    W 01001100110101001110010001111010
W 01001100110101001110001101111001    W 01001100110101001110001001111001    W 01001100110101001110010101111001    W 01001100110101001110010001111001
W 01001100110101001110001101111000    W 01001100110101001110001001111000    W 01001100110101001110010101111000    W 01001100110101001110010001111000
W 01001100110101001110001101110111    W 01001100110101001110001001110111    W 01001100110101001110010101110111    W 01001100110101001110010001110111
W 01001100110101001110001101110110    W 01001100110101001110001001110110    W 01001100110101001110010101110110    W 01001100110101001110010001110110
W 01001100110101001110001101110101    W 01001100110101001110001001110101    W 01001100110101001110010101110101    W 01001100110101001110010001110101
W 01001100110101001110001101110100    W 01001100110101001110001001110100    W 01001100110101001110010101110100    W 01001100110101001110010001110100
W 01001100110101001110001101110011    W 01001100110101001110001001110011    W 01001100110101001110010101110011    W 01001100110101001110010001110011
W 01001100110101001110001101110010    W 01001100110101001110001001110010    W 01001100110101001110010101110010    W 01001100110101001110010001110010
W 01001100110101001110001101110001    W 01001100110101001110001001110001    W 01001100110101001110010101110001    W 01001100110101001110010001110001
W 01001100110101001110001101110000    W 01001100110101001110001001110000    W 01001100110101001110010101110000    W 01001100110101001110010001110000
W 01001100110101001110001101101111    W 01001100110101001110001001101111    W 01001100110101001110010101101111    W 01001100110101001110010001101111
W 01001100110101001110001101101110    W 01001100110101001110001001101110    W 01001100110101001110010101101110    W 01001100110101001110010001101110
W 01001100110101001110001101101101    W 01001100110101001110001001101101    W 01001100110101001110010101101101    W 01001100110101001110010001101101
W 01001100110101001110001101101100    W 01001100110101001110001001101100    W 01001100110101001110010101101100    W 01001100110101001110010001101100
W 01001100110101001110001101101011    W 01001100110101001110001001101011    W 01001100110101001110010101101011    W 01001100110101001110010001101011
W 01001100110101001110001101101010    W 01001100110101001110001001101010    W 01001100110101001110010101101010    W 01001100110101001110010001101010
W 01001100110101001110001101101001    W 01001100110101001110001001101001    W 01001100110101001110010101101001    W 01001100110101001110010001101001
W 01001100110101001110001101101000    W 01001100110101001110001001101000    W 01001100110101001110010101101000    W 01001100110101001110010001101000
W 01001100110101001110001101100111    W 01001100110101001110001001100111    W 01001100110101001110010101100111    W 01001100110101001110010001100111
W 01001100110101001110001101100110    W 01001100110101001110001001100110    W 01001100110101001110010101100110    W 01001100110101001110010001100110
W 01001100110101001110001101100101    W 01001100110101001110001001100101    W 01001100110101001110010101100101    W 01001100110101001110010001100101
W 01001100110101001110001101100100    W 01001100110101001110001001100100    W 01001100110101001110010101100100    W 01001100110101001110010001100100
W 01001100110101001110001101100011    W 01001100110101001110001001100011    W 01001100110101001110010101100011    W 01001100110101001110010001100011
W 01001100110101001110001101100010    W 01001100110101001110001001100010    W 01001100110101001110010101100010    W 01001100110101001110010001100010
W 01001100110101001110001101100001    W 01001100110101001110001001100001    W 01001100110101001110010101100001    W 01001100110101001110010001100001
W 01001100110101001110001101100000    W 01001100110101001110001001100000    W 01001100110101001110010101100000    W 01001100110101001110010001100000
W 01001100110101001110001101011111    W 01001100110101001110001001011111    W 01001100110101001110010101011111    W 01001100110101001110010001011111
W 01001100110101001110001101011110    W 01001100110101001110001001011110    W 01001100110101001110010101011110    W 01001100110101001110010001011110
W 01001100110101001110001101011101    W 01001100110101001110001001011101    W 01001100110101001110010101011101    W 01001100110101001110010001011101
W 01001100110101001110001101011100    W 01001100110101001110001001011100    W 01001100110101001110010101011100    W 01001100110101001110010001011100
W 01001100110101001110001101011011    W 01001100110101001110001001011011    W 01001100110101001110010101011011    W 01001100110101001110010001011011
W 01001100110101001110001101011010    W 01001100110101001110001001011010    W 01001100110101001110010101011010    W 01001100110101001110010001011010
W 01001100110101001110001101011001    W 01001100110101001110001001011001    W 01001100110101001110010101011001    W 01001100110101001110010001011001
W 01001100110101001110001101011000    W 01001100110101001110001001011000    W 01001100110101001110010101011000    W 01001100110101001110010001011000
W 01001100110101001110001101010111    W 01001100110101001110001001010111    W 01001100110101001110010101010111    W 01001100110101001110010001010111
W 01001100110101001110001101010110    W 01001100110101001110001001010110    W 01001100110101001110010101010110    W 01001100110101001110010001010110
W 01001100110101001110001101010101    W 01001100110101001110001001010101    W 01001100110101001110010101010101    W 01001100110101001110010001010101
W 01001100110101001110001101010100    W 01001100110101001110001001010100    W 01001100110101001110010101010100    W 01001100110101001110010001010100
W 01001100110101001110001101010011    W 01001100110101001110001001010011    W 01001100110101001110010101010011    W 01001100110101001110010001010011
W 01001100110101001110001101010010    W 01001100110101001110001001010010    W 01001100110101001110010101010010    W 01001100110101001110010001010010
W 01001100110101001110001101010001    W 01001100110101001110001001010001    W 01001100110101001110010101010001    W 01001100110101001110010001010001
W 01001100110101001110001101010000    W 01001100110101001110001001010000    W 01001100110101001110010101010000    W 01001100110101001110010001010000
W 01001100110101001110001101001111    W 01001100110101001110001001001111    W 01001100110101001110010101001111    W 01001100110101001110010001001111
W 01001100110101001110001101001110    W 01001100110101001110001001001110    W 01001100110101001110010101001110    W 01001100110101001110010001001110
W 01001100110101001110001101001101    W 01001100110101001110001001001101    W 01001100110101001110010101001101    W 01001100110101001110010001001101
W 01001100110101001110001101001100    W 01001100110101001110001001001100    W 01001100110101001110010101001100    W 01001100110101001110010001001100
W 01001100110101001110001101001011    W 01001100110101001110001001001011    W 01001100110101001110010101001011    W 01001100110101001110010001001011
W 01001100110101001110001101001010    W 01001100110101001110001001001010    W 01001100110101001110010101001010    W 01001100110101001110010001001010
W 01001100110101001110001101001001    W 01001100110101001110001001001001    W 01001100110101001110010101001001    W 01001100110101001110010001001001
W 01001100110101001110001101001000    W 01001100110101001110001001001000    W 01001100110101001110010101001000    W 01001100110101001110010001001000
W 01001100110101001110001101000111    W 01001100110101001110001001000111    W 01001100110101001110010101000111    W 01001100110101001110010001000111
W 01001100110101001110001101000110    W 01001100110101001110001001000110    W 01001100110101001110010101000110    W 01001100110101001110010001000110
W 01001100110101001110001101000101    W 01001100110101001110001001000101    W 01001100110101001110010101000101    W 01001100110101001110010001000101
W 01001100110101001110001101000100    W 01001100110101001110001001000100    W 01001100110101001110010101000100    W 01001100110101001110010001000100
W 01001100110101001110001101000011    W 01001100110101001110001001000011    W 01001100110101001110010101000011    W 01001100110101001110010001000011
W 01001100110101001110001101000010    W 01001100110101001110001001000010    W 01001100110101001110010101000010    W 01001100110101001110010001000010
W 01001100110101001110001101000001    W 01001100110101001110001001000001    W 01001100110101001110010101000001    W 01001100110101001110010001000001
W 01001100110101001110001101000000    W 01001100110101001110001001000000    W 01001100110101001110010101000000    W 01001100110101001110010001000000
W 01001100110101001110001100111111    W 01001100110101001110001000111111    W 01001100110101001110010100111111    W 01001100110101001110010000111111
W 01001100110101001110001100111110    W 01001100110101001110001000111110    W 01001100110101001110010100111110    W 01001100110101001110010000111110
W 01001100110101001110001100111101    W 01001100110101001110001000111101    W 01001100110101001110010100111101    W 01001100110101001110010000111101
W 01001100110101001110001100111100    W 01001100110101001110001000111100    W 01001100110101001110010100111100    W 01001100110101001110010000111100
W 01001100110101001110001100111011    W 01001100110101001110001000111011    W 01001100110101001110010100111011    W 01001100110101001110010000111011
W 01001100110101001110001100111010    W 01001100110101001110001000111010    W 01001100110101001110010100111010    W 01001100110101001110010000111010
W 01001100110101001110001100111001    W 01001100110101001110001000111001    W 01001100110101001110010100111001    W 01001100110101001110010000111001
W 01001100110101001110001100111000    W 01001100110101001110001000111000    W 01001100110101001110010100111000    W 01001100110101001110010000111000
W 01001100110101001110001100110111    W 01001100110101001110001000110111    W 01001100110101001110010100110111    W 01001100110101001110010000110111
W 01001100110101001110001100110110    W 01001100110101001110001000110110    W 01001100110101001110010100110110    W 01001100110101001110010000110110
W 01001100110101001110001100110101    W 01001100110101001110001000110101    W 01001100110101001110010100110101    W 01001100110101001110010000110101
W 01001100110101001110001100110100    W 01001100110101001110001000110100    W 01001100110101001110010100110100    W 01001100110101001110010000110100
W 01001100110101001110001100110011    W 01001100110101001110001000110011    W 01001100110101001110010100110011    W 01001100110101001110010000110011
W 01001100110101001110001100110010    W 01001100110101001110001000110010    W 01001100110101001110010100110010    W 01001100110101001110010000110010
W 01001100110101001110001100110001    W 01001100110101001110001000110001    W 01001100110101001110010100110001    W 01001100110101001110010000110001
W 01001100110101001110001100110000    W 01001100110101001110001000110000    W 01001100110101001110010100110000    W 01001100110101001110010000110000
W 01001100110101001110001100101111    W 01001100110101001110001000101111    W 01001100110101001110010100101111    W 01001100110101001110010000101111
W 01001100110101001110001100101110    W 01001100110101001110001000101110    W 01001100110101001110010100101110    W 01001100110101001110010000101110
W 01001100110101001110001100101101    W 01001100110101001110001000101101    W 01001100110101001110010100101101    W 01001100110101001110010000101101
W 01001100110101001110001100101100    W 01001100110101001110001000101100    W 01001100110101001110010100101100    W 01001100110101001110010000101100
W 01001100110101001110001100101011    W 01001100110101001110001000101011    W 01001100110101001110010100101011    W 01001100110101001110010000101011
W 01001100110101001110001100101010    W 01001100110101001110001000101010    W 01001100110101001110010100101010    W 01001100110101001110010000101010
W 01001100110101001110001100101001    W 01001100110101001110001000101001    W 01001100110101001110010100101001    W 01001100110101001110010000101001
W 01001100110101001110001100101000    W 01001100110101001110001000101000    W 01001100110101001110010100101000    W 01001100110101001110010000101000
W 01001100110101001110001100100111    W 01001100110101001110001000100111    W 01001100110101001110010100100111    W 01001100110101001110010000100111
W 01001100110101001110001100100110    W 01001100110101001110001000100110    W 01001100110101001110010100100110    W 01001100110101001110010000100110
W 01001100110101001110001100100101    W 01001100110101001110001000100101    W 01001100110101001110010100100101    W 01001100110101001110010000100101
W 01001100110101001110001100100100    W 01001100110101001110001000100100    W 01001100110101001110010100100100    W 01001100110101001110010000100100
W 01001100110101001110001100100011    W 01001100110101001110001000100011    W 01001100110101001110010100100011    W 01001100110101001110010000100011
W 01001100110101001110001100100010    W 01001100110101001110001000100010    W 01001100110101001110010100100010    W 01001100110101001110010000100010
W 01001100110101001110001100100001    W 01001100110101001110001000100001    W 01001100110101001110010100100001    W 01001100110101001110010000100001
W 01001100110101001110001100100000    W 01001100110101001110001000100000    W 01001100110101001110010100100000    W 01001100110101001110010000100000
W 01001100110101001110001100011111    W 01001100110101001110001000011111    W 01001100110101001110010100011111    W 01001100110101001110010000011111
W 01001100110101001110001100011110    W 01001100110101001110001000011110    W 01001100110101001110010100011110    W 01001100110101001110010000011110
W 01001100110101001110001100011101    W 01001100110101001110001000011101    W 01001100110101001110010100011101    W 01001100110101001110010000011101
W 01001100110101001110001100011100    W 01001100110101001110001000011100    W 01001100110101001110010100011100    W 01001100110101001110010000011100
W 01001100110101001110001100011011    W 01001100110101001110001000011011    W 01001100110101001110010100011011    W 01001100110101001110010000011011
W 01001100110101001110001100011010    W 01001100110101001110001000011010    W 01001100110101001110010100011010    W 01001100110101001110010000011010
W 01001100110101001110001100011001    W 01001100110101001110001000011001    W 01001100110101001110010100011001    W 01001100110101001110010000011001
W 01001100110101001110001100011000    W 01001100110101001110001000011000    W 01001100110101001110010100011000    W 01001100110101001110010000011000
W 01001100110101001110001100010111    W 01001100110101001110001000010111    W 01001100110101001110010100010111    W 01001100110101001110010000010111
W 01001100110101001110001100010110    W 01001100110101001110001000010110    W 01001100110101001110010100010110    W 01001100110101001110010000010110
